URL	TYPE	TIMEFRAME	filename	full_path
https://www.wga.hu/html/a/adam/nicolas/promethx.html	mythological	1701-1750	promethx.jpg	/home/noam/bin/art_or_trash/img/train/promethx.jpg
https://www.wga.hu/html/a/adam/nicolas/vase.html	mythological	1701-1750	vase.jpg	/home/noam/bin/art_or_trash/img/train/vase.jpg
https://www.wga.hu/html/a/adam/nicolas/vase1.html	mythological	1701-1750	vase1.jpg	/home/noam/bin/art_or_trash/img/train/vase1.jpg
https://www.wga.hu/html/a/adam/nicolas/vase2.html	mythological	1701-1750	vase2.jpg	/home/noam/bin/art_or_trash/img/train/vase2.jpg
https://www.wga.hu/html/a/adam2/kedlesto.html	other	1751-1800	kedlesto.jpg	/home/noam/bin/art_or_trash/img/train/kedlesto.jpg
https://www.wga.hu/html/a/adam2/kenwood.html	interior	1751-1800	kenwood.jpg	/home/noam/bin/art_or_trash/img/train/kenwood.jpg
https://www.wga.hu/html/a/adam2/portman1.html	interior	1751-1800	portman1.jpg	/home/noam/bin/art_or_trash/img/train/portman1.jpg
https://www.wga.hu/html/a/adam2/portman2.html	interior	1751-1800	portman2.jpg	/home/noam/bin/art_or_trash/img/train/portman2.jpg
https://www.wga.hu/html/a/adam2/portman3.html	interior	1751-1800	portman3.jpg	/home/noam/bin/art_or_trash/img/train/portman3.jpg
https://www.wga.hu/html/a/adam2/syon1.html	interior	1751-1800	syon1.jpg	/home/noam/bin/art_or_trash/img/train/syon1.jpg
https://www.wga.hu/html/a/adam2/syon2.html	interior	1751-1800	syon2.jpg	/home/noam/bin/art_or_trash/img/train/syon2.jpg
https://www.wga.hu/html/a/adam2/syon3.html	interior	1751-1800	syon3.jpg	/home/noam/bin/art_or_trash/img/train/syon3.jpg
https://www.wga.hu/html/a/adam2/syon4.html	interior	1751-1800	syon4.jpg	/home/noam/bin/art_or_trash/img/train/syon4.jpg
https://www.wga.hu/html/a/adam2/syon5.html	interior	1751-1800	syon5.jpg	/home/noam/bin/art_or_trash/img/train/syon5.jpg
https://www.wga.hu/html/a/adam2/syon6.html	interior	1751-1800	syon6.jpg	/home/noam/bin/art_or_trash/img/train/syon6.jpg
https://www.wga.hu/html/a/adam2/syon7.html	other	1751-1800	syon7.jpg	/home/noam/bin/art_or_trash/img/train/syon7.jpg
https://www.wga.hu/html/a/adam-sal/pereire.html	portrait	1851-1900	pereire.jpg	/home/noam/bin/art_or_trash/img/train/pereire.jpg
https://www.wga.hu/html/a/adelcran/theatre1.html	other	1751-1800	theatre1.jpg	/home/noam/bin/art_or_trash/img/train/theatre1.jpg
https://www.wga.hu/html/a/adelcran/theatre2.html	interior	1751-1800	theatre2.jpg	/home/noam/bin/art_or_trash/img/train/theatre2.jpg
https://www.wga.hu/html/a/ademollo/ark.html	religious	1801-1850	ark.jpg	/home/noam/bin/art_or_trash/img/train/ark.jpg
https://www.wga.hu/html/a/ademollo/ark1.html	interior	1801-1850	ark1.jpg	/home/noam/bin/art_or_trash/img/train/ark1.jpg
https://www.wga.hu/html/a/ademollo/ark2.html	religious	1801-1850	ark2.jpg	/home/noam/bin/art_or_trash/img/train/ark2.jpg
https://www.wga.hu/html/a/ademollo/ark3.html	religious	1801-1850	ark3.jpg	/home/noam/bin/art_or_trash/img/train/ark3.jpg
https://www.wga.hu/html/a/ademollo/chapel.html	interior	1801-1850	chapel.jpg	/home/noam/bin/art_or_trash/img/train/chapel.jpg
https://www.wga.hu/html/a/ademollo/lucca1.html	historical	1801-1850	lucca1.jpg	/home/noam/bin/art_or_trash/img/train/lucca1.jpg
https://www.wga.hu/html/a/ademollo/lucca2.html	historical	1801-1850	lucca2.jpg	/home/noam/bin/art_or_trash/img/train/lucca2.jpg
https://www.wga.hu/html/a/ademollo/lucca3.html	historical	1801-1850	lucca3.jpg	/home/noam/bin/art_or_trash/img/train/lucca3.jpg
https://www.wga.hu/html/a/ademollo/siena1.html	historical	1801-1850	siena1.jpg	/home/noam/bin/art_or_trash/img/train/siena1.jpg
https://www.wga.hu/html/a/ademollo/siena2.html	historical	1801-1850	siena2.jpg	/home/noam/bin/art_or_trash/img/train/siena2.jpg
https://www.wga.hu/html/a/ademollo/siena3.html	historical	1801-1850	siena3.jpg	/home/noam/bin/art_or_trash/img/train/siena3.jpg
https://www.wga.hu/html/a/adler/selfport.html	portrait	1651-1700	selfport.jpg	/home/noam/bin/art_or_trash/img/train/selfport.jpg
https://www.wga.hu/html/a/adolphi/ruyter.html	historical	1651-1700	ruyter.jpg	/home/noam/bin/art_or_trash/img/train/ruyter.jpg
https://www.wga.hu/html/a/adriaens/fishgame.html	still-life	1601-1650	fishgame.jpg	/home/noam/bin/art_or_trash/img/train/fishgame.jpg
https://www.wga.hu/html/a/adriaens/stilfish.html	still-life	1601-1650	stilfish.jpg	/home/noam/bin/art_or_trash/img/train/stilfish.jpg
https://www.wga.hu/html/a/adriaens/stilflow.html	still-life	1601-1650	stilflow.jpg	/home/noam/bin/art_or_trash/img/train/stilflow.jpg
https://www.wga.hu/html/a/adriaens/stillife.html	still-life	1601-1650	stillife.jpg	/home/noam/bin/art_or_trash/img/train/stillife.jpg
https://www.wga.hu/html/a/adriaens/stiloyst.html	still-life	1601-1650	stiloyst.jpg	/home/noam/bin/art_or_trash/img/train/stiloyst.jpg
https://www.wga.hu/html/a/adriano/frederic.html	portrait	1451-1500	frederic.jpg	/home/noam/bin/art_or_trash/img/train/frederic.jpg
https://www.wga.hu/html/a/adriano/medal.html	portrait	1451-1500	medal.jpg	/home/noam/bin/art_or_trash/img/train/medal.jpg
https://www.wga.hu/html/a/adriano/pontano1.html	portrait	1451-1500	pontano1.jpg	/home/noam/bin/art_or_trash/img/train/pontano1.jpg
https://www.wga.hu/html/a/adriano/pontano2.html	portrait	1451-1500	pontano2.jpg	/home/noam/bin/art_or_trash/img/train/pontano2.jpg
https://www.wga.hu/html/a/adriano/pontano3.html	portrait	1451-1500	pontano3.jpg	/home/noam/bin/art_or_trash/img/train/pontano3.jpg
https://www.wga.hu/html/a/adriano/venus.html	mythological	1451-1500	venus.jpg	/home/noam/bin/art_or_trash/img/train/venus.jpg
https://www.wga.hu/html/a/aelst/breakfas.html	still-life	1651-1700	breakfas.jpg	/home/noam/bin/art_or_trash/img/train/breakfas.jpg
https://www.wga.hu/html/a/aelst/deadbird.html	still-life	1651-1700	deadbird.jpg	/home/noam/bin/art_or_trash/img/train/deadbird.jpg
https://www.wga.hu/html/a/aelst/hunting.html	still-life	1651-1700	hunting.jpg	/home/noam/bin/art_or_trash/img/train/hunting.jpg
https://www.wga.hu/html/a/aelst/hunting2.html	still-life	1651-1700	hunting2.jpg	/home/noam/bin/art_or_trash/img/train/hunting2.jpg
https://www.wga.hu/html/a/aelst/stil_fru.html	still-life	1651-1700	stil_fru.jpg	/home/noam/bin/art_or_trash/img/train/stil_fru.jpg
https://www.wga.hu/html/a/aelst/stilbask.html	still-life	1651-1700	stilbask.jpg	/home/noam/bin/art_or_trash/img/train/stilbask.jpg
https://www.wga.hu/html/a/aelst/stilflow.html	still-life	1651-1700	stilflow.jpg	/home/noam/bin/art_or_trash/img/train/stilflow.jpg
https://www.wga.hu/html/a/aelst/stilfrui.html	still-life	1651-1700	stilfrui.jpg	/home/noam/bin/art_or_trash/img/train/stilfrui.jpg
https://www.wga.hu/html/a/aelst/still_fr.html	still-life	1651-1700	still_fr.jpg	/home/noam/bin/art_or_trash/img/train/still_fr.jpg
https://www.wga.hu/html/a/aelst/still_li.html	still-life	1651-1700	still_li.jpg	/home/noam/bin/art_or_trash/img/train/still_li.jpg
https://www.wga.hu/html/a/aelst/stillfru.html	still-life	1651-1700	stillfru.jpg	/home/noam/bin/art_or_trash/img/train/stillfru.jpg
https://www.wga.hu/html/a/aelst/stillif.html	still-life	1651-1700	stillif.jpg	/home/noam/bin/art_or_trash/img/train/stillif.jpg
https://www.wga.hu/html/a/aelst/stillife.html	still-life	1651-1700	stillife.jpg	/home/noam/bin/art_or_trash/img/train/stillife.jpg
https://www.wga.hu/html/a/aelst/stilliff.html	still-life	1651-1700	stilliff.jpg	/home/noam/bin/art_or_trash/img/train/stilliff.jpg
https://www.wga.hu/html/a/aelst/stillpar.html	still-life	1651-1700	stillpar.jpg	/home/noam/bin/art_or_trash/img/train/stillpar.jpg
https://www.wga.hu/html/a/aelst/stillpea.html	still-life	1651-1700	stillpea.jpg	/home/noam/bin/art_or_trash/img/train/stillpea.jpg
https://www.wga.hu/html/a/aelst/stilmous.html	still-life	1651-1700	stilmous.jpg	/home/noam/bin/art_or_trash/img/train/stilmous.jpg
https://www.wga.hu/html/a/aelst/stilvase.html	still-life	1651-1700	stilvase.jpg	/home/noam/bin/art_or_trash/img/train/stilvase.jpg
https://www.wga.hu/html/a/aelst/vasewatc.html	still-life	1651-1700	vasewatc.jpg	/home/noam/bin/art_or_trash/img/train/vasewatc.jpg
https://www.wga.hu/html/a/aelst/weapons.html	still-life	1651-1700	weapons.jpg	/home/noam/bin/art_or_trash/img/train/weapons.jpg
https://www.wga.hu/html/a/aelst/z_armour.html	still-life	1651-1700	z_armour.jpg	/home/noam/bin/art_or_trash/img/train/z_armour.jpg
https://www.wga.hu/html/a/aenvanck/fruit.html	still-life	1651-1700	fruit.jpg	/home/noam/bin/art_or_trash/img/train/fruit.jpg
https://www.wga.hu/html/a/aert/susanna.html	religious	1501-1550	susanna.jpg	/home/noam/bin/art_or_trash/img/train/susanna.jpg
https://www.wga.hu/html/a/aertsen/apostles.html	religious	1501-1550	apostles.jpg	/home/noam/bin/art_or_trash/img/train/apostles.jpg
https://www.wga.hu/html/a/aertsen/christ.html	religious	1501-1550	christ.jpg	/home/noam/bin/art_or_trash/img/train/christ.jpg
https://www.wga.hu/html/a/aertsen/christ_a.html	still-life	1501-1550	christ_a.jpg	/home/noam/bin/art_or_trash/img/train/christ_a.jpg
https://www.wga.hu/html/a/aertsen/cook.html	genre	1501-1550	cook.jpg	/home/noam/bin/art_or_trash/img/train/cook.jpg
https://www.wga.hu/html/a/aertsen/cook1.html	genre	1501-1550	cook1.jpg	/home/noam/bin/art_or_trash/img/train/cook1.jpg
https://www.wga.hu/html/a/aertsen/egg-danc.html	genre	1501-1550	egg-danc.jpg	/home/noam/bin/art_or_trash/img/train/egg-danc.jpg
https://www.wga.hu/html/a/aertsen/fatkitch.html	mythological	1501-1550	fatkitch.jpg	/home/noam/bin/art_or_trash/img/train/fatkitch.jpg
https://www.wga.hu/html/a/aertsen/market.html	genre	1501-1550	market.jpg	/home/noam/bin/art_or_trash/img/train/market.jpg
https://www.wga.hu/html/a/aertsen/market1.html	genre	1501-1550	market1.jpg	/home/noam/bin/art_or_trash/img/train/market1.jpg
https://www.wga.hu/html/a/aertsen/marketsc.html	genre	1501-1550	marketsc.jpg	/home/noam/bin/art_or_trash/img/train/marketsc.jpg
https://www.wga.hu/html/a/aertsen/marketsd.html	genre	1501-1550	marketsd.jpg	/home/noam/bin/art_or_trash/img/train/marketsd.jpg
https://www.wga.hu/html/a/aertsen/marketse.html	still-life	1501-1550	marketse.jpg	/home/noam/bin/art_or_trash/img/train/marketse.jpg
https://www.wga.hu/html/a/aertsen/marketst.html	still-life	1501-1550	marketst.jpg	/home/noam/bin/art_or_trash/img/train/marketst.jpg
https://www.wga.hu/html/a/aertsen/meatsell.html	genre	1501-1550	meatsell.jpg	/home/noam/bin/art_or_trash/img/train/meatsell.jpg
https://www.wga.hu/html/a/aertsen/merry_co.html	genre	1501-1550	merry_co.jpg	/home/noam/bin/art_or_trash/img/train/merry_co.jpg
https://www.wga.hu/html/a/aertsen/stillife.html	still-life	1501-1550	stillife.jpg	/home/noam/bin/art_or_trash/img/train/stillife.jpg
https://www.wga.hu/html/a/aertsen/triptic1.html	religious	1501-1550	triptic1.jpg	/home/noam/bin/art_or_trash/img/train/triptic1.jpg
https://www.wga.hu/html/a/aertsen/triptic2.html	religious	1501-1550	triptic2.jpg	/home/noam/bin/art_or_trash/img/train/triptic2.jpg
https://www.wga.hu/html/a/aertsen/triptic3.html	religious	1501-1550	triptic3.jpg	/home/noam/bin/art_or_trash/img/train/triptic3.jpg
https://www.wga.hu/html/a/aertsen/vendor_f.html	genre	1501-1550	vendor_f.jpg	/home/noam/bin/art_or_trash/img/train/vendor_f.jpg
https://www.wga.hu/html/a/agasse/dogstudy.html	other	1801-1850	dogstudy.jpg	/home/noam/bin/art_or_trash/img/train/dogstudy.jpg
https://www.wga.hu/html/a/agasse/gentlema.html	other	1801-1850	gentlema.jpg	/home/noam/bin/art_or_trash/img/train/gentlema.jpg
https://www.wga.hu/html/a/agasse/horse.html	other	1801-1850	horse.jpg	/home/noam/bin/art_or_trash/img/train/horse.jpg
https://www.wga.hu/html/a/agasse/playgrou.html	genre	1801-1850	playgrou.jpg	/home/noam/bin/art_or_trash/img/train/playgrou.jpg
https://www.wga.hu/html/a/agasse/terriers.html	other	1801-1850	terriers.jpg	/home/noam/bin/art_or_trash/img/train/terriers.jpg
https://www.wga.hu/html/a/agnolo/magdalen.html	religious	1451-1500	magdalen.jpg	/home/noam/bin/art_or_trash/img/train/magdalen.jpg
https://www.wga.hu/html/a/agnol/tarlati1.html	religious	1301-1350	tarlati1.jpg	/home/noam/bin/art_or_trash/img/train/tarlati1.jpg
https://www.wga.hu/html/a/agnol/tarlati2.html	religious	1301-1350	tarlati2.jpg	/home/noam/bin/art_or_trash/img/train/tarlati2.jpg
https://www.wga.hu/html/a/agnol/tarlati3.html	religious	1301-1350	tarlati3.jpg	/home/noam/bin/art_or_trash/img/train/tarlati3.jpg
https://www.wga.hu/html/a/agnol/tarlati4.html	religious	1301-1350	tarlati4.jpg	/home/noam/bin/art_or_trash/img/train/tarlati4.jpg
https://www.wga.hu/html/a/agnol/tarlati5.html	religious	1301-1350	tarlati5.jpg	/home/noam/bin/art_or_trash/img/train/tarlati5.jpg
https://www.wga.hu/html/a/agostin/bridget.html	religious	1451-1500	bridget.jpg	/home/noam/bin/art_or_trash/img/train/bridget.jpg
https://www.wga.hu/html/a/agostin/bridget1.html	religious	1451-1500	bridget1.jpg	/home/noam/bin/art_or_trash/img/train/bridget1.jpg
https://www.wga.hu/html/a/agostin/bridget2.html	religious	1451-1500	bridget2.jpg	/home/noam/bin/art_or_trash/img/train/bridget2.jpg
https://www.wga.hu/html/a/agostin/carmine.html	religious	1451-1500	carmine.jpg	/home/noam/bin/art_or_trash/img/train/carmine.jpg
https://www.wga.hu/html/a/agostin/gabriel.html	religious	1451-1500	gabriel.jpg	/home/noam/bin/art_or_trash/img/train/gabriel.jpg
https://www.wga.hu/html/a/agostin/madonna.html	religious	1451-1500	madonna.jpg	/home/noam/bin/art_or_trash/img/train/madonna.jpg
https://www.wga.hu/html/a/agostin/madonna1.html	religious	1451-1500	madonna1.jpg	/home/noam/bin/art_or_trash/img/train/madonna1.jpg
https://www.wga.hu/html/a/agostin/perugia1.html	mythological	1451-1500	perugia1.jpg	/home/noam/bin/art_or_trash/img/train/perugia1.jpg
https://www.wga.hu/html/a/agostin/perugia2.html	religious	1451-1500	perugia2.jpg	/home/noam/bin/art_or_trash/img/train/perugia2.jpg
https://www.wga.hu/html/a/agostin/perugia3.html	religious	1451-1500	perugia3.jpg	/home/noam/bin/art_or_trash/img/train/perugia3.jpg
https://www.wga.hu/html/a/agostin/perugia4.html	religious	1451-1500	perugia4.jpg	/home/noam/bin/art_or_trash/img/train/perugia4.jpg
https://www.wga.hu/html/a/agostin/rimini.html	interior	1451-1500	rimini.jpg	/home/noam/bin/art_or_trash/img/train/rimini.jpg
https://www.wga.hu/html/a/agostin/rimini1.html	religious	1451-1500	rimini1.jpg	/home/noam/bin/art_or_trash/img/train/rimini1.jpg
https://www.wga.hu/html/a/agostin/rimini2.html	religious	1451-1500	rimini2.jpg	/home/noam/bin/art_or_trash/img/train/rimini2.jpg
https://www.wga.hu/html/a/agostin/rimini3.html	religious	1451-1500	rimini3.jpg	/home/noam/bin/art_or_trash/img/train/rimini3.jpg
https://www.wga.hu/html/a/agostin/rimini4.html	mythological	1451-1500	rimini4.jpg	/home/noam/bin/art_or_trash/img/train/rimini4.jpg
https://www.wga.hu/html/a/agostin/rimini5.html	mythological	1451-1500	rimini5.jpg	/home/noam/bin/art_or_trash/img/train/rimini5.jpg
https://www.wga.hu/html/a/agostin/rimini6.html	mythological	1451-1500	rimini6.jpg	/home/noam/bin/art_or_trash/img/train/rimini6.jpg
https://www.wga.hu/html/a/agostin/z_miracl.html	religious	1451-1500	z_miracl.jpg	/home/noam/bin/art_or_trash/img/train/z_miracl.jpg
https://www.wga.hu/html/a/agostin/z_orator.html	religious	1451-1500	z_orator.jpg	/home/noam/bin/art_or_trash/img/train/z_orator.jpg
https://www.wga.hu/html/a/agostino/tarlati.html	religious	1301-1350	tarlati.jpg	/home/noam/bin/art_or_trash/img/train/tarlati.jpg
https://www.wga.hu/html/a/agostino/tarlati1.html	religious	1301-1350	tarlati1.jpg	/home/noam/bin/art_or_trash/img/train/tarlati1.jpg
https://www.wga.hu/html/a/agostino/tarlati2.html	religious	1301-1350	tarlati2.jpg	/home/noam/bin/art_or_trash/img/train/tarlati2.jpg
https://www.wga.hu/html/a/agostino/tarlati3.html	religious	1301-1350	tarlati3.jpg	/home/noam/bin/art_or_trash/img/train/tarlati3.jpg
https://www.wga.hu/html/a/agostino/tarlati4.html	religious	1301-1350	tarlati4.jpg	/home/noam/bin/art_or_trash/img/train/tarlati4.jpg
https://www.wga.hu/html/a/agrate/sforza.html	other	1501-1550	sforza.jpg	/home/noam/bin/art_or_trash/img/train/sforza.jpg
https://www.wga.hu/html/a/aguado/puerta.html	other	1801-1850	puerta.jpg	/home/noam/bin/art_or_trash/img/train/puerta.jpg
https://www.wga.hu/html/a/aguado/teatro.html	other	1801-1850	teatro.jpg	/home/noam/bin/art_or_trash/img/train/teatro.jpg
https://www.wga.hu/html/a/aivazovs/9th_wave.html	landscape	1851-1900	9th_wave.jpg	/home/noam/bin/art_or_trash/img/train/9th_wave.jpg
https://www.wga.hu/html/a/aivazovs/astrong.html	landscape	1851-1900	astrong.jpg	/home/noam/bin/art_or_trash/img/train/astrong.jpg
https://www.wga.hu/html/a/aivazovs/shipwrec.html	landscape	1851-1900	shipwrec.jpg	/home/noam/bin/art_or_trash/img/train/shipwrec.jpg
https://www.wga.hu/html/a/aivazovs/stormy.html	landscape	1851-1900	stormy.jpg	/home/noam/bin/art_or_trash/img/train/stormy.jpg
https://www.wga.hu/html/a/aken/brothers.html	portrait	1701-1750	brothers.jpg	/home/noam/bin/art_or_trash/img/train/brothers.jpg
https://www.wga.hu/html/a/aken/conversa.html	genre	1701-1750	conversa.jpg	/home/noam/bin/art_or_trash/img/train/conversa.jpg
https://www.wga.hu/html/a/aken/vegetab1.html	genre	1701-1750	vegetab1.jpg	/home/noam/bin/art_or_trash/img/train/vegetab1.jpg
https://www.wga.hu/html/a/aken/vegetab2.html	genre	1701-1750	vegetab2.jpg	/home/noam/bin/art_or_trash/img/train/vegetab2.jpg
https://www.wga.hu/html/a/akotanto/cardioti.html	religious	1401-1450	cardioti.jpg	/home/noam/bin/art_or_trash/img/train/cardioti.jpg
https://www.wga.hu/html/a/akotanto/congrega.html	religious	1401-1450	congrega.jpg	/home/noam/bin/art_or_trash/img/train/congrega.jpg
https://www.wga.hu/html/a/alba/figsaint.html	religious	1451-1500	figsaint.jpg	/home/noam/bin/art_or_trash/img/train/figsaint.jpg
https://www.wga.hu/html/a/albani/1/1spring.html	mythological	1601-1650	1spring.jpg	/home/noam/bin/art_or_trash/img/train/1spring.jpg
https://www.wga.hu/html/a/albani/1/1spring1.html	mythological	1601-1650	1spring1.jpg	/home/noam/bin/art_or_trash/img/train/1spring1.jpg
https://www.wga.hu/html/a/albani/1/2summer.html	mythological	1601-1650	2summer.jpg	/home/noam/bin/art_or_trash/img/train/2summer.jpg
https://www.wga.hu/html/a/albani/1/3autumn.html	mythological	1601-1650	3autumn.jpg	/home/noam/bin/art_or_trash/img/train/3autumn.jpg
https://www.wga.hu/html/a/albani/1/4winter.html	mythological	1601-1650	4winter.jpg	/home/noam/bin/art_or_trash/img/train/4winter.jpg
https://www.wga.hu/html/a/albani/1/5elem1.html	mythological	1601-1650	5elem1.jpg	/home/noam/bin/art_or_trash/img/train/5elem1.jpg
https://www.wga.hu/html/a/albani/1/5elem1a.html	mythological	1601-1650	5elem1a.jpg	/home/noam/bin/art_or_trash/img/train/5elem1a.jpg
https://www.wga.hu/html/a/albani/1/5elem2.html	mythological	1601-1650	5elem2.jpg	/home/noam/bin/art_or_trash/img/train/5elem2.jpg
https://www.wga.hu/html/a/albani/1/5elem2a.html	mythological	1601-1650	5elem2a.jpg	/home/noam/bin/art_or_trash/img/train/5elem2a.jpg
https://www.wga.hu/html/a/albani/1/5elem3.html	mythological	1601-1650	5elem3.jpg	/home/noam/bin/art_or_trash/img/train/5elem3.jpg
https://www.wga.hu/html/a/albani/1/5elem3a.html	mythological	1601-1650	5elem3a.jpg	/home/noam/bin/art_or_trash/img/train/5elem3a.jpg
