HTML	TYPE	DATE
https://www.wga.hu/html/a/abildgaa/andria2.jpg	mythological	1751-1800
https://www.wga.hu/html/a/abildgaa/culmingh.jpg	other	1751-1800
https://www.wga.hu/html/a/abildgaa/philocte.jpg	mythological	1751-1800
https://www.wga.hu/html/a/abildgaa/z_adamev.jpg	religious	1751-1800
https://www.wga.hu/html/a/abondio/maximili.jpg	portrait	1551-1600
https://www.wga.hu/html/a/acero/cadiz1.jpg	other	1701-1750
https://www.wga.hu/html/a/acero/cadiz2.jpg	other	1701-1750
https://www.wga.hu/html/a/achenbac/firework.jpg	landscape	1851-1900
https://www.wga.hu/html/a/adam1/battle.jpg	historical	1801-1850
https://www.wga.hu/html/a/adam1/hunt.jpg	genre	1801-1850
https://www.wga.hu/html/a/adam2/kedlesto.jpg	other	1751-1800
https://www.wga.hu/html/a/adam2/kenwood.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/portman1.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/portman2.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/portman3.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/syon1.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/syon2.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/syon3.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/syon4.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/syon5.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/syon6.jpg	interior	1751-1800
https://www.wga.hu/html/a/adam2/syon7.jpg	other	1751-1800
https://www.wga.hu/html/a/adam/lambert/child_lo.jpg	other	1701-1750
https://www.wga.hu/html/a/adam/lambert/neptune1.jpg	mythological	1701-1750
https://www.wga.hu/html/a/adam/lambert/neptune.jpg	mythological	1701-1750
https://www.wga.hu/html/a/adam/lambert/selfport.jpg	portrait	1701-1750
https://www.wga.hu/html/a/adam/lambert/water.jpg	other	1701-1750
https://www.wga.hu/html/a/adam/nicolas/martyrdo.jpg	religious	1701-1750
https://www.wga.hu/html/a/adam/nicolas/opalinsk.jpg	religious	1701-1750
https://www.wga.hu/html/a/adam/nicolas/opalinsx.jpg	religious	1701-1750
https://www.wga.hu/html/a/adam/nicolas/promethe.jpg	mythological	1701-1750
https://www.wga.hu/html/a/adam/nicolas/promethx.jpg	mythological	1701-1750
https://www.wga.hu/html/a/adam/nicolas/vase1.jpg	mythological	1701-1750
https://www.wga.hu/html/a/adam/nicolas/vase2.jpg	mythological	1701-1750
https://www.wga.hu/html/a/adam/nicolas/vase.jpg	mythological	1701-1750
https://www.wga.hu/html/a/adam-sal/pereire.jpg	portrait	1851-1900
https://www.wga.hu/html/a/adelcran/theatre1.jpg	other	1751-1800
https://www.wga.hu/html/a/adelcran/theatre2.jpg	interior	1751-1800
https://www.wga.hu/html/a/ademollo/ark1.jpg	interior	1801-1850
https://www.wga.hu/html/a/ademollo/ark2.jpg	religious	1801-1850
https://www.wga.hu/html/a/ademollo/ark3.jpg	religious	1801-1850
https://www.wga.hu/html/a/ademollo/ark.jpg	religious	1801-1850
https://www.wga.hu/html/a/ademollo/chapel.jpg	interior	1801-1850
https://www.wga.hu/html/a/ademollo/lucca1.jpg	historical	1801-1850
https://www.wga.hu/html/a/ademollo/lucca2.jpg	historical	1801-1850
https://www.wga.hu/html/a/ademollo/lucca3.jpg	historical	1801-1850
https://www.wga.hu/html/a/ademollo/siena1.jpg	historical	1801-1850
https://www.wga.hu/html/a/ademollo/siena2.jpg	historical	1801-1850
https://www.wga.hu/html/a/ademollo/siena3.jpg	historical	1801-1850
https://www.wga.hu/html/a/adler/selfport.jpg	portrait	1651-1700
https://www.wga.hu/html/a/adolphi/ruyter.jpg	historical	1651-1700
https://www.wga.hu/html/a/adriaens/fishgame.jpg	still-life	1601-1650
https://www.wga.hu/html/a/adriaens/stilfish.jpg	still-life	1601-1650
https://www.wga.hu/html/a/adriaens/stilflow.jpg	still-life	1601-1650
https://www.wga.hu/html/a/adriaens/stillife.jpg	still-life	1601-1650
https://www.wga.hu/html/a/adriaens/stiloyst.jpg	still-life	1601-1650
https://www.wga.hu/html/a/adriano/frederic.jpg	portrait	1451-1500
https://www.wga.hu/html/a/adriano/medal.jpg	portrait	1451-1500
https://www.wga.hu/html/a/adriano/pontano1.jpg	portrait	1451-1500
https://www.wga.hu/html/a/adriano/pontano2.jpg	portrait	1451-1500
https://www.wga.hu/html/a/adriano/pontano3.jpg	portrait	1451-1500
https://www.wga.hu/html/a/adriano/venus.jpg	mythological	1451-1500
https://www.wga.hu/html/a/aelst/breakfas.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/deadbird.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/hunting2.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/hunting.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stilbask.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stilflow.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stilfrui.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stil_fru.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/still_fr.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stillfru.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stillife.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stilliff.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stillif.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/still_li.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stillpar.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stillpea.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stilmous.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stilvase.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/vasewatc.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/weapons.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/z_armour.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aenvanck/fruit.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aertsen/apostles.jpg	religious	1501-1550
https://www.wga.hu/html/a/aertsen/christ_a.jpg	still-life	1501-1550
https://www.wga.hu/html/a/aertsen/christ.jpg	religious	1501-1550
https://www.wga.hu/html/a/aertsen/cook1.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/cook.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/egg-danc.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/fatkitch.jpg	mythological	1501-1550
https://www.wga.hu/html/a/aertsen/market1.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/market.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/marketsc.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/marketsd.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/marketse.jpg	still-life	1501-1550
https://www.wga.hu/html/a/aertsen/marketst.jpg	still-life	1501-1550
https://www.wga.hu/html/a/aertsen/meatsell.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/merry_co.jpg	genre	1501-1550
https://www.wga.hu/html/a/aertsen/stillife.jpg	still-life	1501-1550
https://www.wga.hu/html/a/aertsen/triptic1.jpg	religious	1501-1550
https://www.wga.hu/html/a/aertsen/triptic2.jpg	religious	1501-1550
https://www.wga.hu/html/a/aertsen/triptic3.jpg	religious	1501-1550
https://www.wga.hu/html/a/aertsen/vendor_f.jpg	genre	1501-1550
https://www.wga.hu/html/a/aert/susanna.jpg	religious	1501-1550
https://www.wga.hu/html/a/agasse/dogstudy.jpg	other	1801-1850
https://www.wga.hu/html/a/agasse/gentlema.jpg	other	1801-1850
https://www.wga.hu/html/a/agasse/horse.jpg	other	1801-1850
https://www.wga.hu/html/a/agasse/playgrou.jpg	genre	1801-1850
https://www.wga.hu/html/a/agasse/terriers.jpg	other	1801-1850
https://www.wga.hu/html/a/agnolo/magdalen.jpg	religious	1451-1500
https://www.wga.hu/html/a/agnol/tarlati1.jpg	religious	1301-1350
https://www.wga.hu/html/a/agnol/tarlati2.jpg	religious	1301-1350
https://www.wga.hu/html/a/agnol/tarlati3.jpg	religious	1301-1350
https://www.wga.hu/html/a/agnol/tarlati4.jpg	religious	1301-1350
https://www.wga.hu/html/a/agnol/tarlati5.jpg	religious	1301-1350
https://www.wga.hu/html/a/agostin/bridget1.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/bridget2.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/bridget.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/carmine.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/gabriel.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/madonna1.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/madonna.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostino/tarlati1.jpg	religious	1301-1350
https://www.wga.hu/html/a/agostino/tarlati2.jpg	religious	1301-1350
https://www.wga.hu/html/a/agostino/tarlati3.jpg	religious	1301-1350
https://www.wga.hu/html/a/agostino/tarlati4.jpg	religious	1301-1350
https://www.wga.hu/html/a/agostino/tarlati.jpg	religious	1301-1350
https://www.wga.hu/html/a/agostin/perugia1.jpg	mythological	1451-1500
https://www.wga.hu/html/a/agostin/perugia2.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/perugia3.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/perugia4.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/rimini1.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/rimini2.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/rimini3.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/rimini4.jpg	mythological	1451-1500
https://www.wga.hu/html/a/agostin/rimini5.jpg	mythological	1451-1500
https://www.wga.hu/html/a/agostin/rimini6.jpg	mythological	1451-1500
https://www.wga.hu/html/a/agostin/rimini.jpg	interior	1451-1500
https://www.wga.hu/html/a/agostin/z_miracl.jpg	religious	1451-1500
https://www.wga.hu/html/a/agostin/z_orator.jpg	religious	1451-1500
https://www.wga.hu/html/a/agrate/sforza.jpg	other	1501-1550
https://www.wga.hu/html/a/aguado/puerta.jpg	other	1801-1850
https://www.wga.hu/html/a/aguado/teatro.jpg	other	1801-1850
https://www.wga.hu/html/a/aivazovs/9th_wave.jpg	landscape	1851-1900
https://www.wga.hu/html/a/aivazovs/astrong.jpg	landscape	1851-1900
https://www.wga.hu/html/a/aivazovs/shipwrec.jpg	landscape	1851-1900
https://www.wga.hu/html/a/aivazovs/stormy.jpg	landscape	1851-1900
https://www.wga.hu/html/a/aken/brothers.jpg	portrait	1701-1750
https://www.wga.hu/html/a/aken/conversa.jpg	genre	1701-1750
https://www.wga.hu/html/a/aken/vegetab1.jpg	genre	1701-1750
https://www.wga.hu/html/a/aken/vegetab2.jpg	genre	1701-1750
https://www.wga.hu/html/a/akotanto/cardioti.jpg	religious	1401-1450
https://www.wga.hu/html/a/akotanto/congrega.jpg	religious	1401-1450
https://www.wga.hu/html/a/alba/figsaint.jpg	religious	1451-1500
https://www.wga.hu/html/a/albani/1/1spring1.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/1spring.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/2summer.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/3autumn.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/4winter.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5elem1a.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5elem1.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5elem2a.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5elem2.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5elem3a.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5elem3.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5elem4a.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5elem4.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/5verospi.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/6corsini.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/adonis.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/annuncia.jpg	religious	1601-1650
https://www.wga.hu/html/a/albani/1/dianaact.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/dianacte.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/holyfami.jpg	religious	1601-1650
https://www.wga.hu/html/a/albani/1/holy_fam.jpg	religious	1601-1650
https://www.wga.hu/html/a/albani/1/holyfam.jpg	religious	1601-1650
https://www.wga.hu/html/a/albani/1/venus0.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/venus1.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/venus2.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/1/venus.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton1.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton2.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton3.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton4.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton5.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton6.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton7.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton8.jpg	mythological	1601-1650
https://www.wga.hu/html/a/albani/2/phaeton9.jpg	mythological	1601-1650
https://www.wga.hu/html/a/alberegn/apocaly1.jpg	religious	1351-1400
https://www.wga.hu/html/a/alberegn/apocaly2.jpg	religious	1351-1400
https://www.wga.hu/html/a/alberegn/apocaly.jpg	religious	1351-1400
https://www.wga.hu/html/a/alberegn/triptych.jpg	religious	1351-1400
https://www.wga.hu/html/a/alberti1/cherubin/fame.jpg	mythological	1551-1600
https://www.wga.hu/html/a/alberti1/cherubin/sistine.jpg	religious	1551-1600
https://www.wga.hu/html/a/alberti1/cherubin/virgin_c.jpg	religious	1551-1600
https://www.wga.hu/html/a/alberti1/cherubin/virtues.jpg	religious	1551-1600
https://www.wga.hu/html/a/alberti1/giovanni/ceiling.jpg	mythological	1551-1600
https://www.wga.hu/html/a/alberti/mantua1.jpg	religious	1401-1450
https://www.wga.hu/html/a/alberti/mantua2.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/mantua3.jpg	interior	1401-1450
https://www.wga.hu/html/a/alberti/mantua4.jpg	interior	1401-1450
https://www.wga.hu/html/a/albertin/adoratio.jpg	religious	1451-1500
https://www.wga.hu/html/a/alberti/novella1.jpg	religious	1401-1450
https://www.wga.hu/html/a/alberti/novella2.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/novella.jpg	other	1401-1450
https://www.wga.hu/html/a/albertin/virgin_c.jpg	religious	1451-1500
https://www.wga.hu/html/a/albertin/virgin.jpg	religious	1451-1500
https://www.wga.hu/html/a/albertin/visitat1.jpg	religious	1451-1500
https://www.wga.hu/html/a/albertin/visitat2.jpg	religious	1451-1500
https://www.wga.hu/html/a/albertin/visitat3.jpg	religious	1451-1500
https://www.wga.hu/html/a/albertin/visitat4.jpg	religious	1451-1500
https://www.wga.hu/html/a/albertin/visitat.jpg	religious	1451-1500
https://www.wga.hu/html/a/alberti/palazzo.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/ruccelai.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/ruccelaj.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/ruccela.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/ruccelak.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/selfport.jpg	portrait	1401-1450
https://www.wga.hu/html/a/alberti/tempiet1.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/tempiet2.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/tempiet3.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/tempio1.jpg	other	1401-1450
https://www.wga.hu/html/a/alberti/tempio.jpg	other	1401-1450
https://www.wga.hu/html/a/albert/oratory.jpg	religious	1401-1450
https://www.wga.hu/html/a/albotto/campo.jpg	landscape	1701-1750
https://www.wga.hu/html/a/albotto/giuseppe.jpg	landscape	1701-1750
https://www.wga.hu/html/a/alcibar/v_josefa.jpg	portrait	1751-1800
https://www.wga.hu/html/a/aldrovan/animal1.jpg	study	1551-1600
https://www.wga.hu/html/a/aldrovan/animal2.jpg	study	1551-1600
https://www.wga.hu/html/a/aldrovan/animal3.jpg	study	1551-1600
https://www.wga.hu/html/a/aldrovan/animal4.jpg	study	1551-1600
https://www.wga.hu/html/a/aldrovan/animal5.jpg	study	1551-1600
https://www.wga.hu/html/a/aldrovan/animal6.jpg	study	1551-1600
https://www.wga.hu/html/a/aldrovan/bird1.jpg	study	1551-1600
https://www.wga.hu/html/a/aldrovan/specimen.jpg	study	1551-1600
https://www.wga.hu/html/a/aleandri/ariccia.jpg	other	1801-1850
https://www.wga.hu/html/a/aleandri/macerat1.jpg	other	1801-1850
https://www.wga.hu/html/a/aleandri/macerat2.jpg	interior	1801-1850
https://www.wga.hu/html/a/aleandri/macerat3.jpg	interior	1801-1850
https://www.wga.hu/html/a/aleksand/grapehar.jpg	genre	1851-1900
https://www.wga.hu/html/a/alekseye/flood.jpg	historical	1751-1800
https://www.wga.hu/html/a/alekseye/redsquar.jpg	other	1751-1800
https://www.wga.hu/html/a/alekseye/view_mos.jpg	landscape	1751-1800
https://www.wga.hu/html/a/alekseye/view_stp.jpg	landscape	1751-1800
https://www.wga.hu/html/a/alenza/portrait.jpg	portrait	1801-1850
https://www.wga.hu/html/a/alenza/satire.jpg	other	1801-1850
https://www.wga.hu/html/a/alessi/assunta.jpg	religious	1551-1600
https://www.wga.hu/html/a/alessi/villa1.jpg	other	1551-1600
https://www.wga.hu/html/a/alessi/villa2.jpg	interior	1551-1600
https://www.wga.hu/html/a/alesso/annuncia.jpg	religious	1501-1550
https://www.wga.hu/html/a/alesso/crucifix.jpg	religious	1501-1550
https://www.wga.hu/html/a/alesso/crucifiz.jpg	religious	1501-1550
https://www.wga.hu/html/a/alesso/madchild.jpg	religious	1501-1550
https://www.wga.hu/html/a/alesso/pieta.jpg	religious	1501-1550
https://www.wga.hu/html/a/algardi/1/beheadin.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/bust_pam.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/b_volpi.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/cerri.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/hydra.jpg	mythological	1601-1650
https://www.wga.hu/html/a/algardi/1/innocent.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/laudivio.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/leo_11a.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/leo_11.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/leo_xi_d.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/leo_xi.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/magdalen.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/majohn.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/maryjohn.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/marymagd.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/mellini.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/neriphil.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/nicholas.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/1/olimpia1.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/olimpia.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/sleep.jpg	mythological	1601-1650
https://www.wga.hu/html/a/algardi/1/z_villa1.jpg	other	1601-1650
https://www.wga.hu/html/a/algardi/1/z_villa2.jpg	other	1601-1650
https://www.wga.hu/html/a/algardi/2/meeting1.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/2/meeting2.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/2/meeting3.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/2/meeting4.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/2/meeting5.jpg	religious	1601-1650
https://www.wga.hu/html/a/algardi/2/meeting.jpg	religious	1601-1650
https://www.wga.hu/html/a/alincbro/scenes.jpg	religious	1401-1450
https://www.wga.hu/html/a/allar/alcesti.jpg	mythological	1851-1900
https://www.wga.hu/html/a/allar/alcestis.jpg	mythological	1851-1900
https://www.wga.hu/html/a/allar/alcestix.jpg	mythological	1851-1900
https://www.wga.hu/html/a/allar/alcestiy.jpg	mythological	1851-1900
https://www.wga.hu/html/a/allar/child.jpg	portrait	1851-1900
https://www.wga.hu/html/a/allar/le_play.jpg	portrait	1851-1900
https://www.wga.hu/html/a/allegrai/christop/venus_ba.jpg	mythological	1751-1800
https://www.wga.hu/html/a/allegrai/etienne/landmose.jpg	landscape	1651-1700
https://www.wga.hu/html/a/allegrai/etienne/riverla1.jpg	landscape	1651-1700
https://www.wga.hu/html/a/allegrai/etienne/riverla2.jpg	landscape	1651-1700
https://www.wga.hu/html/a/allori/alessand/1poggio.jpg	mythological	1551-1600
https://www.wga.hu/html/a/allori/alessand/2poggio.jpg	mythological	1551-1600
https://www.wga.hu/html/a/allori/alessand/3poggio.jpg	mythological	1551-1600
https://www.wga.hu/html/a/allori/alessand/4poggio.jpg	historical	1551-1600
https://www.wga.hu/html/a/allori/alessand/5poggio.jpg	mythological	1551-1600
https://www.wga.hu/html/a/allori/alessand/6poggio.jpg	study	1551-1600
https://www.wga.hu/html/a/allori/alessand/allegory.jpg	mythological	1551-1600
https://www.wga.hu/html/a/allori/alessand/annuncia.jpg	religious	1551-1600
https://www.wga.hu/html/a/allori/alessand/b_christ.jpg	religious	1551-1600
https://www.wga.hu/html/a/allori/alessand/christia.jpg	religious	1551-1600
https://www.wga.hu/html/a/allori/alessand/loggetta.jpg	genre	1551-1600
https://www.wga.hu/html/a/allori/alessand/portra1.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrai2.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrai3.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrai4.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrai5.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrait.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/preachin.jpg	religious	1551-1600
https://www.wga.hu/html/a/allori/alessand/st_peter.jpg	religious	1551-1600
https://www.wga.hu/html/a/allori/alessand/studiolo.jpg	other	1551-1600
https://www.wga.hu/html/a/allori/alessand/susanna.jpg	mythological	1551-1600
https://www.wga.hu/html/a/allori/alessand/vasari1.jpg	other	1551-1600
https://www.wga.hu/html/a/allori/alessand/vasari2.jpg	other	1551-1600
https://www.wga.hu/html/a/allori/alessand/venus_cu.jpg	mythological	1551-1600
https://www.wga.hu/html/a/allori/cristofa/judith_h.jpg	religious	1601-1650
https://www.wga.hu/html/a/allori/cristofa/judith.jpg	religious	1601-1650
https://www.wga.hu/html/a/allori/cristofa/judith_k.jpg	mythological	1601-1650
https://www.wga.hu/html/a/allori/cristofa/judith_p.jpg	mythological	1601-1650
https://www.wga.hu/html/a/allori/cristofa/judith_r.jpg	mythological	1601-1650
https://www.wga.hu/html/a/allston/uriel.jpg	other	1801-1850
https://www.wga.hu/html/a/almatade/almatad1.jpg	mythological	1851-1900
https://www.wga.hu/html/a/almatade/almatad2.jpg	historical	1851-1900
https://www.wga.hu/html/a/almatade/almatad3.jpg	genre	1851-1900
https://www.wga.hu/html/a/almatade/almatad4.jpg	historical	1851-1900
https://www.wga.hu/html/a/almatade/almatad5.jpg	genre	1851-1900
https://www.wga.hu/html/a/almonaci/vazquez1.jpg	religious	1451-1500
https://www.wga.hu/html/a/almonaci/vazquez.jpg	religious	1451-1500
https://www.wga.hu/html/a/alsloot/extensiv.jpg	landscape	1601-1650
https://www.wga.hu/html/a/alsloot/flight_e.jpg	religious	1601-1650
https://www.wga.hu/html/a/alsloot/skating.jpg	landscape	1601-1650
https://www.wga.hu/html/a/alsloot/winterla.jpg	landscape	1601-1650
https://www.wga.hu/html/a/alsloot/winter_l.jpg	landscape	1601-1650
https://www.wga.hu/html/a/altdorfe/1/1satyr.jpg	landscape	1501-1550
https://www.wga.hu/html/a/altdorfe/1/2landsca.jpg	landscape	1501-1550
https://www.wga.hu/html/a/altdorfe/1/3danube.jpg	landscape	1501-1550
https://www.wga.hu/html/a/altdorfe/1/4susanna.jpg	mythological	1501-1550
https://www.wga.hu/html/a/altdorfe/1/5battle1.jpg	historical	1501-1550
https://www.wga.hu/html/a/altdorfe/1/5battle2.jpg	historical	1501-1550
https://www.wga.hu/html/a/altdorfe/1/5battle.jpg	historical	1501-1550
https://www.wga.hu/html/a/altdorfe/1/6lovers.jpg	other	1501-1550
https://www.wga.hu/html/a/altdorfe/1/7lot_dau.jpg	religious	1501-1550
https://www.wga.hu/html/a/altdorfe/2/00diptic.jpg	religious	1501-1550
